"address","categories/0","categories/1","categories/2","categories/3","categoryName","description","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","reviewsCount","state","street","title","totalScore"
"733台灣台南市東山區","早餐餐廳",,,,"早餐餐廳",,"23.2664846","120.4462121","星期五","05:00 to 11:00","星期六","05:00 to 11:00","星期日","05:00 to 11:00","星期一","05:00 to 11:00","星期二","05:00 to 11:00","星期三","05:00 to 11:00","星期四","05:00 to 11:00","5","台南市東山區",,"東原美而美漢堡店","5"
"733台灣台南市東山區174縣道","餐廳",,,,"餐廳",,"23.2343481","120.4735175",,,,,,,,,,,,,,,"2","台南市東山區","174縣道","東農餐廳","5"
"台灣台南市東山區南104鄉道733","餐廳",,,,"餐廳",,"23.2665176","120.4462299","星期五","10:00 to 13:30, 16:00 to 19:00","星期六","10:00 to 13:30, 16:00 to 19:00","星期日","10:00 to 13:30, 16:00 to 19:00","星期一","10:00 to 13:30, 16:00 to 19:00","星期二","10:00 to 13:30, 16:00 to 19:00","星期三","10:00 to 13:30, 16:00 to 19:00","星期四","10:00 to 13:30, 16:00 to 19:00","25","台南市東山區","南104鄉道733","東原牛肉麵陽春麵","4.5"
"715台灣台南市楠西區79號 曾文水庫風景區，趣淘漫旅旁邊","餐廳",,,,"餐廳",,"23.2223814","120.4984899","星期五","06:00 to 20:00","星期六","06:00 to 20:00","星期日","06:00 to 20:00","星期一","06:00 to 20:00","星期二","06:00 to 20:00","星期三","06:00 to 20:00","星期四","06:00 to 20:00","244","台南市楠西區","79號 曾文水庫風景區，趣淘漫旅旁邊","四海飯店-曾文水庫餐廳 | 團體合菜 | 招牌水庫魚 | 養生山菜 | 筍殼魚料理","4.5"
"720台灣台南市官田區165縣道58號","早餐餐廳",,,,"早餐餐廳",,"23.2101679","120.3499932",,,,,,,,,,,,,,,"1","台南市官田區","165縣道58號","烏山頭早餐店","5"
"734台灣台南市六甲區中正路789號","中式麵食店",,,,"中式麵食店",,"23.2336523","120.3539479","星期五","休息","星期六","10:30 to 14:00, 16:30 to 19:30","星期日","10:30 to 14:00, 16:30 to 19:30","星期一","10:30 to 14:00, 16:30 to 19:30","星期二","10:30 to 14:00, 16:30 to 19:30","星期三","10:30 to 14:00, 16:30 to 19:30","星期四","10:30 to 14:00, 16:30 to 19:30","210","台南市六甲區","中正路789號","北平刀削牛肉麵","4.4"
"730台灣台南市新營區中正路527巷90號","中式麵食店","亞洲菜餐廳","中餐館",,"中式麵食店",,"23.3276454","120.3087972","星期五","10:30 to 13:30, 17:00 to 19:30","星期六","10:30 to 13:30, 17:00 to 19:30","星期日","10:30 to 13:30, 17:00 to 19:30","星期一","10:30 to 13:30, 17:00 to 19:30","星期二","10:30 to 13:30, 17:00 to 19:30","星期三","休息","星期四","10:30 to 13:30, 17:00 to 19:30","182","台南市新營區","中正路527巷90號","洪家莊牛肉麵","4.1"
"714台灣台南市玉井區中山路352號","早餐餐廳",,,,"早餐餐廳",,"23.1233997","120.4659881","星期五","05:00 to 10:30","星期六","05:00 to 10:30","星期日","05:00 to 10:30","星期一","05:00 to 10:30","星期二","05:00 to 10:30","星期三","05:00 to 10:30","星期四","05:00 to 10:30","111","台南市玉井區","中山路352號","玉井阿娟早餐店","4.3"
"720台灣台南市官田區","早餐餐廳",,,,"早餐餐廳",,"23.2178787","120.3299965","星期五","05:00 to 11:00","星期六","05:00 to 11:00","星期日","05:00 to 11:00","星期一","05:00 to 11:00","星期二","05:00 to 11:00","星期三","05:00 to 11:00","星期四","05:00 to 11:00","14","台南市官田區",,"來來早餐店","4.7"
"714台灣台南市玉井區","早餐餐廳",,,,"早餐餐廳",,"23.1240111","120.4606201","星期五","04:30 to 12:00","星期六","04:30 to 12:00","星期日","04:30 to 12:00","星期一","04:30 to 12:00","星期二","04:30 to 12:00","星期三","04:30 to 12:00","星期四","04:30 to 12:00","19","台南市玉井區",,"美乃滋早餐店(美隆興餅舖)","4.4"
"730台灣台南市新營區","早餐餐廳",,,,"早餐餐廳",,"23.2999596","120.3133248","星期五","11:00 to 20:00","星期六","11:00 to 20:00","星期日","11:00 to 20:00","星期一","11:00 to 20:00","星期二","11:00 to 20:00","星期三","11:00 to 20:00","星期四","11:00 to 20:00","2","台南市新營區",,"田園漢堡早餐店(漢堡蛋餅)","5"
"730台灣台南市新營區開元路2號","早餐餐廳",,,,"早餐餐廳",,"23.3072937","120.3232519","星期五","06:00 to 10:30","星期六","06:00 to 10:30","星期日","休息","星期一","06:00 to 10:30","星期二","06:00 to 10:30","星期三","06:00 to 10:30","星期四","06:00 to 10:30","17","台南市新營區","開元路2號","小豆荳早餐店","4.6"
"736台灣台南市柳營區中山西路二段79巷8號","餐廳",,,,"餐廳",,"23.2764706","120.3155641","星期五","02:30 to 08:30","星期六","02:30 to 08:30","星期日","休息","星期一","02:30 to 08:30","星期二","02:30 to 08:30","星期三","02:30 to 08:30","星期四","02:30 to 08:30","30","台南市柳營區","中山西路二段79巷8號","柳營明月早餐店","4.4"
"730台灣台南市新營區金華路二段268 號","餐廳",,,,"餐廳",,"23.3065421","120.2981909","星期五","11:00 to 13:30, 17:00 to 20:00","星期六","11:00 to 13:30, 17:00 to 20:00","星期日","11:00 to 13:30, 17:00 to 20:00","星期一","11:00 to 13:30, 17:00 to 20:00","星期二","11:00 to 13:30, 17:00 to 20:00","星期三","休息","星期四","休息","376","台南市新營區","金華路二段268 號","山寨家庭餐廳","4.1"
"741台灣台南市善化區大成路166號","輕食餐廳","火鍋餐廳","意大利麵食店",,"輕食餐廳",,"23.1303909","120.3014742","星期五","11:00 to 14:30, 17:30 to 21:00","星期六","11:00 to 21:30","星期日","11:00 to 21:30","星期一","17:30 to 21:00","星期二","11:00 to 14:30, 17:30 to 21:00","星期三","11:00 to 14:30, 17:30 to 21:00","星期四","11:00 to 14:30, 17:30 to 21:00","451","台南市善化區","大成路166號","小猴子複合式餐廳：Little Monkey Restaurant","4.3"
"741台灣台南市善化區234-4號","餐廳",,,,"餐廳",,"23.1534996","120.2893798","星期五","11:00 to 14:00, 17:00 to 20:30","星期六","11:00 to 14:00, 17:00 to 20:30","星期日","11:00 to 14:00, 17:00 to 20:30","星期一","休息","星期二","11:00 to 14:00, 17:00 to 20:30","星期三","11:00 to 14:00, 17:00 to 20:30","星期四","11:00 to 14:00, 17:00 to 20:30","524","台南市善化區","234-4號","廳舍餐廳","4.3"
"741台灣台南市善化區民生路432號","台灣餐廳","宴會廳","餐廳",,"台灣餐廳","空間寬敞的平實餐廳，供應傳統台式肉類和海鮮料理。","23.1301211","120.2948745","星期五","11:00 to 14:00, 17:00 to 21:00","星期六","11:00 to 14:00, 17:00 to 21:00","星期日","11:00 to 14:00, 17:00 to 21:00","星期一","11:00 to 14:00, 17:00 to 21:00","星期二","11:00 to 14:00, 17:00 to 21:00","星期三","11:00 to 14:00, 17:00 to 21:00","星期四","11:00 to 14:00, 17:00 to 21:00","2577","台南市善化區","民生路432號","新萬香餐廳","3.9"
"734台灣台南市六甲區珊瑚路82號","宴會廳","魚和海鮮餐廳",,,"宴會廳",,"23.2248821","120.3530561","星期五","11:00 to 14:00, 17:00 to 19:30","星期六","11:00 to 15:00, 16:30 to 19:30","星期日","11:00 to 14:00, 17:00 to 19:30","星期一","11:00 to 14:00, 17:00 to 19:30","星期二","11:00 to 14:00, 17:00 to 19:30","星期三","11:00 to 14:00, 17:00 to 19:30","星期四","11:00 to 14:00, 17:00 to 19:30","486","台南市六甲區","珊瑚路82號","宏珍宴席餐廳","4.1"
"720台灣台南市官田區中華路一段8219號","餐廳",,,,"餐廳",,"23.1981319","120.3170141",,,,,,,,,,,,,,,"94","台南市官田區","中華路一段8219號","四川牛肉麵","4.1"
"737台灣台南市鹽水區中正路63號","中式麵食店",,,,"中式麵食店",,"23.3191961","120.2677334","星期五","11:00 to 19:30","星期六","11:00 to 19:30","星期日","11:00 to 19:30","星期一","11:00 to 19:30","星期二","11:00 to 19:30","星期三","休息","星期四","11:00 to 19:30","117","台南市鹽水區","中正路63號","月津懷舊食堂Yuejin Nostalgia Restaurant","4"
"720台灣台南市官田區文化街103號","早餐餐廳",,,,"早餐餐廳",,"23.1953395","120.3182896",,,,,,,,,,,,,,,"1","台南市官田區","文化街103號","無名早餐店","5"
"714台灣台南市玉井區內山公路379號","中式麵食店",,,,"中式麵食店",,"23.1275179","120.4662984","星期五","09:00 to 20:00","星期六","09:00 to 20:00","星期日","09:00 to 20:00","星期一","09:00 to 20:00","星期二","09:00 to 20:00","星期三","09:00 to 20:00","星期四","09:00 to 20:00","74","台南市玉井區","內山公路379號","東北牛肉麵","4"
"734台灣台南市六甲區","早餐餐廳",,,,"早餐餐廳",,"23.2273304","120.3511141","星期五","06:00 to 11:30","星期六","06:00 to 11:30","星期日","06:00 to 11:30","星期一","06:00 to 11:30","星期二","06:00 to 11:30","星期三","06:00 to 11:30","星期四","06:00 to 11:30","9","台南市六甲區",,"舊七里香早餐店","4.3"
"734台灣台南市六甲區仁愛街28號","早餐餐廳",,,,"早餐餐廳",,"23.2303664","120.3540025","星期五","06:00 to 10:30","星期六","休息","星期日","06:00 to 10:30","星期一","06:00 to 10:30","星期二","06:00 to 10:30","星期三","06:00 to 10:30","星期四","06:00 to 10:30","4","台南市六甲區","仁愛街28號","無名早餐店","5"
"730台灣台南市新營區民權路118-5號","中式麵食店",,,,"中式麵食店",,"23.3100075","120.3119866","星期五","11:00 to 14:00, 17:00 to 20:30","星期六","11:00 to 14:00, 17:00 to 20:30","星期日","11:00 to 14:00, 17:00 to 20:30","星期一","11:00 to 14:00, 17:00 to 20:30","星期二","11:00 to 14:00, 17:00 to 20:30","星期三","休息","星期四","11:00 to 14:00, 17:00 to 20:30","406","台南市新營區","民權路118-5號","小紅堂牛肉麵","4.6"
"730台灣台南市新營區長春街106號","燒烤餐廳",,,,"燒烤餐廳",,"23.3015358","120.3117343","星期五","18:00 to 01:00","星期六","18:00 to 01:00","星期日","休息","星期一","18:00 to 01:00","星期二","18:00 to 01:00","星期三","18:00 to 01:00","星期四","18:00 to 01:00","9","台南市新營區","長春街106號","櫻居酒屋","4.9"
"730台灣台南市新營區健康路46號","餐廳",,,,"餐廳",,"23.3119622","120.3125236","星期五","11:00 to 14:00, 17:00 to 21:00","星期六","11:00 to 14:00, 17:00 to 21:00","星期日","11:00 to 14:00, 17:00 to 21:00","星期一","11:00 to 14:00, 17:00 to 21:00","星期二","11:00 to 14:00, 17:00 to 21:00","星期三","11:00 to 14:00, 17:00 to 21:00","星期四","11:00 to 14:00, 17:00 to 21:00","808","台南市新營區","健康路46號","海宴餐廳","4.4"
"715台灣台南市楠西區水庫路275號","雞肉餐廳","中菜館","台灣餐廳",,"雞肉餐廳",,"23.1689242","120.4887121","星期五","10:00 to 19:30","星期六","10:00 to 19:30","星期日","10:00 to 19:30","星期一","10:00 to 19:30","星期二","10:00 to 19:30","星期三","10:00 to 19:30","星期四","10:00 to 19:30","856","台南市楠西區","水庫路275號","楠西福來梅仔雞創始老店-台南 必吃美食 薑黃雞 砂鍋魚頭 水庫魚虎 筍殼魚 特色台式合菜餐廳 團體聚餐 婚宴喜慶場地 首選推薦","3.7"
"715台灣台南市楠西區","中式麵食店",,,,"中式麵食店",,"23.1866675","120.4785526","星期五","09:00 to 18:00","星期六","09:00 to 18:00","星期日","09:00 to 18:00","星期一","09:00 to 18:00","星期二","09:00 to 18:00","星期三","09:00 to 18:00","星期四","09:00 to 18:00","56","台南市楠西區",,"湖南牛肉麵","3.9"
"715台灣台南市楠西區茄拔路156號號","早餐餐廳",,,,"早餐餐廳",,"23.1752866","120.4855898","星期五","05:00 to 01:00","星期六","05:00 to 01:00","星期日","05:00 to 01:00","星期一","05:00 to 01:00","星期二","05:00 to 01:00","星期三","05:00 to 01:00","星期四","05:00 to 01:00","124","台南市楠西區","茄拔路156號號","東方美早餐店","4.3"
"732台灣台南市白河區號","中餐館",,,,"中餐館",,"23.3465755","120.437197","星期五","09:00 to 13:30, 16:00 to 18:30","星期六","09:00 to 13:30, 16:00 to 18:30","星期日","09:00 to 13:30, 16:00 to 18:30","星期一","09:00 to 13:30, 16:00 to 18:30","星期二","09:00 to 13:30, 16:00 to 18:30","星期三","09:00 to 13:30, 16:00 to 18:30","星期四","09:00 to 13:30, 16:00 to 18:30","83","台南市白河區","號","福隆錦宴餐廳(白河)","4.1"
"733台灣台南市東山區70號","中餐館",,,,"中餐館",,"23.2640285","120.4454643","星期五","06:00 to 17:00","星期六","06:00 to 17:00","星期日","06:00 to 17:00","星期一","休息","星期二","06:00 to 17:00","星期三","06:00 to 17:00","星期四","06:00 to 17:00","13","台南市東山區","70號","東原 肉圓 米糕","4.9"
"733台灣台南市東山區","早餐餐廳",,,,"早餐餐廳",,"23.2678705","120.4472338","星期五","07:00 to 12:00","星期六","07:00 to 12:00","星期日","07:00 to 12:00","星期一","07:00 to 12:00","星期二","休息","星期三","07:00 to 12:00","星期四","07:00 to 12:00","1","台南市東山區",,"蔥抓餅店","5"
"台灣台南市東山區34號","中式麵食店",,,,"中式麵食店",,"23.2678705","120.4472338","星期五","05:00 to 12:00","星期六","05:00 to 12:00","星期日","05:00 to 12:00","星期一","休息","星期二","05:00 to 12:00","星期三","05:00 to 12:00","星期四","05:00 to 12:00","3","台南市東山區","34號","東原 古早麵(一筒山產行 古早味麵店)","3.7"
"715台灣台南市楠西區82號","台灣餐廳",,,,"台灣餐廳",,"23.2224261","120.4984555","星期五","11:00 to 14:00, 17:00 to 20:00","星期六","11:00 to 14:00, 17:00 to 20:00","星期日","11:00 to 14:00, 17:00 to 20:00","星期一","11:00 to 14:00, 17:00 to 20:00","星期二","11:00 to 14:00, 17:00 to 20:00","星期三","休息","星期四","11:00 to 14:00, 17:00 to 20:00","793","台南市楠西區","82號","梅花飯店水庫店","4.5"
"733台灣台南市東山區號","早午餐餐廳",,,,"早午餐餐廳",,"23.2643088","120.4450557","星期五","06:00 to 13:00","星期六","06:00 to 13:00","星期日","06:00 to 13:00","星期一","休息","星期二","06:00 to 13:00","星期三","06:00 to 13:00","星期四","06:00 to 13:00","10","台南市東山區","號","東原 豆菜麵老店","4.9"
"733台灣台南市東山區7-4號","早餐餐廳",,,,"早餐餐廳",,"23.2653608","120.4450712","星期五","05:30 to 10:30","星期六","05:30 to 10:30","星期日","05:30 to 10:30","星期一","05:30 to 10:30","星期二","05:30 to 10:30","星期三","05:30 to 10:30","星期四","05:30 to 10:30","13","台南市東山區","7-4號","尤家煎餅","5"
"733台灣台南市東山區","中餐館","農產品批發商","休息站",,"中餐館",,"23.234153","120.473793","星期五","05:00 to 19:30","星期六","05:00 to 19:30","星期日","05:00 to 19:30","星期一","05:00 to 19:30","星期二","05:00 to 19:30","星期三","05:00 to 19:30","星期四","05:00 to 19:30","86","台南市東山區",,"174橫路東山休息站","4.4"
"733台灣台南市東山區38號","餐廳",,,,"餐廳",,"23.2797662","120.4687849","星期五","05:00 to 14:00","星期六","05:00 to 14:00","星期日","05:00 to 14:00","星期一","05:00 to 14:00","星期二","05:00 to 14:00","星期三","05:00 to 14:00","星期四","05:00 to 14:00","7","台南市東山區","38號","台南欽仔小吃","4.3"
"733台灣台南市東山區高原841號","餐廳",,,,"餐廳",,"23.2925342","120.5013296","星期五","11:00 to 20:00","星期六","11:00 to 20:00","星期日","休息","星期一","11:00 to 20:00","星期二","11:00 to 20:00","星期三","休息","星期四","11:00 to 20:00","82","台南市東山區","高原841號","紫薇園生態農場","4.5"
"733台灣台南市東山區大洋2鄰17號","餐廳",,,,"餐廳",,"23.26851","120.4726822","星期五","10:00 to 20:00","星期六","10:00 to 20:00","星期日","10:00 to 20:00","星期一","10:00 to 20:00","星期二","10:00 to 20:00","星期三","10:00 to 20:00","星期四","10:00 to 20:00","81","台南市東山區","大洋2鄰17號","雅品桶仔雞（外帶）","4.3"
"732台灣台南市白河區中山路103號","早餐餐廳",,,,"早餐餐廳",,"23.3508035","120.4154734",,,,,,,,,,,,,,,"16","台南市白河區","中山路103號","大廟口水煎包","4.4"
"725台灣台南市將軍區長沙146之10號","海鮮餐廳",,,,"海鮮餐廳",,"23.213286","120.1045967","星期五","11:00 to 14:00, 17:00 to 20:00","星期六","11:00 to 14:00, 17:00 to 20:00","星期日","11:00 to 14:00, 17:00 to 20:00","星期一","11:00 to 14:00, 17:00 to 20:00","星期二","休息","星期三","11:00 to 14:00, 17:00 to 20:00","星期四","11:00 to 14:00, 17:00 to 20:00","1398","台南市將軍區","長沙146之10號","豐海鮮漁府","4.2"
"732台灣台南市白河區中正路22號","中餐館",,,,"中餐館",,"23.3494728","120.4159346","星期五","15:30 to 20:30","星期六","15:30 to 20:30","星期日","15:30 to 20:30","星期一","15:30 to 20:30","星期二","休息","星期三","休息","星期四","15:30 to 20:30","53","台南市白河區","中正路22號","阿宗快炒","4.2"
"722台灣台南市佳里區延平路166號","早午餐餐廳","早餐餐廳","餐廳",,"早午餐餐廳",,"23.1574985","120.1789212","星期五","06:00 to 13:00","星期六","06:00 to 13:00","星期日","06:00 to 13:00","星期一","06:00 to 13:00","星期二","06:00 to 13:00","星期三","06:00 to 13:00","星期四","06:00 to 13:00","101","台南市佳里區","延平路166號","菇morning蔬食餐飲連鎖-佳里店（店休日請看臉書）","4.3"
"722台灣台南市佳里區中山路445號","印尼餐廳","印尼肉丸料理餐廳","東南亞餐廳",,"印尼餐廳",,"23.1657951","120.1779157","星期五","09:30 to 21:30","星期六","09:30 to 21:30","星期日","09:30 to 21:30","星期一","09:30 to 21:30","星期二","09:30 to 21:30","星期三","09:30 to 21:30","星期四","09:30 to 21:30","28","台南市佳里區","中山路445號","HERO JAYA (TOKO INDO) 宏豐 印尼店","4.6"
"722台灣台南市佳里區光復路330號","火鍋餐廳","亞洲菜餐廳","中餐館",,"火鍋餐廳",,"23.1646581","120.1749372","星期五","10:30 to 14:00, 16:00 to 22:00","星期六","10:30 to 14:00, 16:00 to 21:00","星期日","10:30 to 14:00, 16:00 to 22:00","星期一","10:30 to 14:00, 16:00 to 22:00","星期二","10:30 to 14:00, 16:00 to 22:00","星期三","10:30 to 14:00, 16:00 to 22:00","星期四","10:30 to 14:00, 16:00 to 22:00","193","台南市佳里區","光復路330號","品豪平價小火鍋麻辣鍋","3.7"
"726台灣台南市學甲區中正路239號","早餐餐廳",,,,"早餐餐廳",,"23.23338","120.1799486","星期五","06:30 to 10:30, 14:00 to 18:30","星期六","06:30 to 10:30, 14:00 to 18:30","星期日","06:30 to 10:30, 14:00 to 18:30","星期一","06:30 to 10:30, 14:00 to 18:30","星期二","06:30 to 10:30, 14:00 to 18:30","星期三","06:30 to 10:30, 14:00 to 18:30","星期四","06:30 to 10:30","12","台南市學甲區","中正路239號","喬比Chubby鬆餅，蛋餅舖","3.9"
"722台灣台南市佳里區新生路459號 號","早餐餐廳","早午餐餐廳",,,"早餐餐廳",,"23.1591117","120.171523","星期五","04:30 to 11:30","星期六","05:00 to 13:00","星期日","05:00 to 13:00","星期一","04:30 to 11:30","星期二","04:30 to 11:30","星期三","04:30 to 11:30","星期四","04:30 to 11:30","57","台南市佳里區","新生路459號 號","早安美芝城佳里活力新生","4.3"
"722台灣台南市佳里區延平路471號","早餐餐廳",,,,"早餐餐廳",,"23.1667832","120.1783094","星期五","05:30 to 12:00","星期六","05:30 to 12:00","星期日","休息","星期一","05:30 to 12:00","星期二","05:30 to 12:00","星期三","05:30 to 12:00","星期四","05:30 to 12:00","136","台南市佳里區","延平路471號","呷尚寶-佳里店","4.4"
"722台灣台南市佳里區延平路324號","台灣餐廳",,,,"台灣餐廳",,"23.1613661","120.1784397","星期五","03:00 to 15:00","星期六","03:00 to 15:00","星期日","03:00 to 15:00","星期一","03:00 to 15:00","星期二","休息","星期三","03:00 to 15:00","星期四","03:00 to 15:00","1597","台南市佳里區","延平路324號","順福土產牛肉湯","4.3"
"733台灣台南市東山區東山市場五號","早餐餐廳","餐廳",,,"早餐餐廳",,"23.3227591","120.4029432","星期五","04:30 to 11:30","星期六","04:30 to 11:30","星期日","04:30 to 11:30","星期一","04:30 to 11:30","星期二","04:30 to 11:30","星期三","04:30 to 11:30","星期四","04:30 to 11:30","14","台南市東山區","東山市場五號","金盃美而美（東山店）","5"
"733台灣台南市東山區217號","早餐餐廳",,,,"早餐餐廳",,"23.3259405","120.4031689","星期五","05:30 to 10:30","星期六","休息","星期日","05:30 to 10:30","星期一","05:30 to 10:30","星期二","05:30 to 10:30","星期三","05:30 to 10:30","星期四","05:30 to 10:30","6","台南市東山區","217號","素人麵線","4.8"
"733台灣台南市東山區新東路一段1號","早餐餐廳",,,,"早餐餐廳",,"23.3224971","120.4028371","星期五","04:30 to 09:00","星期六","04:30 to 09:30","星期日","04:30 to 09:30","星期一","04:30 to 09:00","星期二","04:30 to 09:00","星期三","04:30 to 09:00","星期四","04:30 to 09:00","1","台南市東山區","新東路一段1號","誠意豆菜麵","5"
"733台灣台南市東山區中興路34號","早午餐餐廳",,,,"早午餐餐廳",,"23.3220484","120.4034928","星期五","05:00 to 12:00","星期六","05:00 to 12:00","星期日","05:00 to 12:00","星期一","05:00 to 12:00","星期二","05:00 to 12:00","星期三","05:00 to 12:00","星期四","05:00 to 12:00","36","台南市東山區","中興路34號","晨間廚房早午餐東山中興店/蛋餅/早餐/麵/東山農會","3.8"
"733台灣台南市東山區中興路177號台南市東山區","素食餐廳",,,,"素食餐廳",,"23.3257193","120.4031092","星期五","06:00 to 12:20","星期六","06:00 to 12:20","星期日","休息","星期一","06:00 to 12:20","星期二","06:00 to 12:20","星期三","06:00 to 12:20","星期四","06:00 to 12:20","5","台南市東山區","中興路177號台南市東山區","盛齋素食館","4.8"
"733台灣台南市東山區中興路91號","台灣餐廳",,,,"台灣餐廳",,"23.3239891","120.4031895","星期五","09:00 to 19:00","星期六","09:00 to 19:00","星期日","09:00 to 19:00","星期一","09:00 to 19:00","星期二","休息","星期三","09:00 to 19:00","星期四","09:00 to 19:00","495","台南市東山區","中興路91號","張記東山肉圓","4.2"
"733台灣台南市東山區達雲路一段733號","中餐館",,,,"中餐館",,"23.3223774","120.4034564","星期五","10:00 to 21:00","星期六","10:00 to 21:00","星期日","10:00 to 21:00","星期一","休息","星期二","10:00 to 21:00","星期三","10:00 to 21:00","星期四","10:00 to 21:00","26","台南市東山區","達雲路一段733號","東山牛肉湯","4.3"
"73351台灣台南市東山區達雲路一段17號","快餐店",,,,"快餐店",,"23.3224915","120.4036535","星期五","16:00 to 21:30","星期六","16:00 to 21:30","星期日","16:00 to 21:30","星期一","16:00 to 21:30","星期二","16:00 to 21:30","星期三","16:00 to 21:30","星期四","16:00 to 21:30","3","台南市東山區","達雲路一段17號","金捐香雞排","5"
"732台灣台南市白河區文明街70號","餐廳",,,,"餐廳",,"23.3488603","120.4153404",,,,,,,,,,,,,,,"20","台南市白河區","文明街70號","如是我聞韓式海苔飯捲白河店","4.6"
"733台灣台南市東山區中興路78號","中餐館",,,,"中餐館",,"23.3231443","120.4036024","星期五","06:30 to 14:30","星期六","06:30 to 14:30","星期日","06:30 to 14:30","星期一","06:30 to 14:30","星期二","06:30 to 14:30","星期三","休息","星期四","06:30 to 14:30","62","台南市東山區","中興路78號","文珍麵館","4"
"732台灣台南市白河區新生路6號","餐廳",,,,"餐廳",,"23.3501582","120.4141862","星期五","17:00 to 23:00","星期六","17:00 to 23:00","星期日","休息","星期一","17:00 to 23:00","星期二","17:00 to 23:00","星期三","17:00 to 23:00","星期四","17:00 to 23:00","96","台南市白河區","新生路6號","陽新刈包豆漿","4.2"
"732台灣台南市白河區","中餐館",,,,"中餐館",,"23.3458054","120.4251635","星期五","05:30 to 13:00","星期六","05:30 to 13:00","星期日","05:30 to 13:00","星期一","05:30 to 13:00","星期二","05:30 to 13:00","星期三","05:30 to 13:00","星期四","05:30 to 13:00","68","台南市白河區",,"香姐滷肉飯白河總店","4.4"
"733台灣台南市東山區中興路19號","甜品餐廳",,,,"甜品餐廳",,"23.3224192","120.4032988",,,,,,,,,,,,,,,"42","台南市東山區","中興路19號","籃記豆花","4.3"
"732台灣台南市白河區","餐廳",,,,"餐廳",,"23.3526526","120.4180577","星期五","09:30 to 13:30","星期六","09:30 to 13:30","星期日","09:30 to 13:30","星期一","09:30 to 13:30","星期二","09:30 to 13:30","星期三","09:30 to 13:30","星期四","09:30 to 13:30","60","台南市白河區",,"古早味陽春麵","4.3"
"732台灣台南市白河區中正路14號","外賣自取餐廳","餐廳",,,"外賣自取餐廳",,"23.3494188","120.4160249","星期五","07:00 to 21:00","星期六","07:00 to 21:00","星期日","07:00 to 21:00","星期一","07:00 to 21:00","星期二","07:00 to 21:00","星期三","07:00 to 21:00","星期四","07:00 to 21:00","32","台南市白河區","中正路14號","桔香蜜","4.2"
"732台灣台南市白河區中山路49號","餐廳","小吃店","美食廣場",,"餐廳",,"23.3494932","120.4149386","星期五","08:00 to 18:00","星期六","08:00 to 18:00","星期日","08:00 to 18:00","星期一","休息","星期二","08:00 to 18:00","星期三","08:00 to 18:00","星期四","08:00 to 18:00","24","台南市白河區","中山路49號","福虎北方蔥油餅","4.8"
"732台灣台南市白河區三民路422號","早餐餐廳","早午餐餐廳",,,"早餐餐廳",,"23.3516725","120.4154402","星期五","05:00 to 11:00","星期六","05:00 to 11:00","星期日","05:00 to 11:00","星期一","05:00 to 11:00","星期二","05:00 to 11:00","星期三","05:00 to 11:00","星期四","05:00 to 11:00","92","台南市白河區","三民路422號","早安美芝城白河活力三民","4"
"732台灣台南市白河區新富街8號 對面","餐廳","甜品餐廳",,,"餐廳",,"23.3486294","120.4158191","星期五","07:30 to 18:00","星期六","07:30 to 18:00","星期日","07:30 to 18:00","星期一","07:30 to 18:00","星期二","07:30 to 18:00","星期三","07:30 to 18:00","星期四","07:30 to 18:00","141","台南市白河區","新富街8號 對面","古早味黑糖刨冰","4.3"
"732台灣台南市白河區","早餐餐廳",,,,"早餐餐廳",,"23.3499993","120.4154111","星期五","05:30 to 11:00","星期六","05:30 to 11:00","星期日","05:30 to 11:00","星期一","05:30 to 11:00","星期二","05:30 to 11:00","星期三","05:30 to 11:00","星期四","05:30 to 11:00","26","台南市白河區",,"永和四海豆漿","4.1"
"72243台灣台南市佳里區義民街192號","中菜館",,,,"中菜館",,"23.1615614","120.1760105","星期五","05:30 to 12:30","星期六","05:30 to 13:00","星期日","05:30 to 13:00","星期一","05:30 to 12:30","星期二","05:30 to 12:30","星期三","05:30 to 12:30","星期四","05:30 to 12:30","12","台南市佳里區","義民街192號","永樂關廟肉粿","4.9"
"722台灣台南市佳里區公園路285號","壽司店",,,,"壽司店",,"23.158784","120.1723285","星期五","10:30 to 14:00, 16:30 to 20:00","星期六","10:30 to 14:00, 16:30 to 20:00","星期日","10:30 to 14:00, 16:30 to 20:00","星期一","休息","星期二","10:30 to 14:00, 16:30 to 20:00","星期三","10:30 to 14:00, 16:30 to 20:00","星期四","10:30 to 14:00, 16:30 to 20:00","24","台南市佳里區","公園路285號","壽司控","4.3"
"727台灣台南市北門區168號","餐廳",,,,"餐廳",,"23.286664","120.1410106","星期五","10:00 to 14:30","星期六","10:00 to 14:30, 17:00 to 19:30","星期日","10:00 to 14:30, 17:00 to 19:30","星期一","10:00 to 14:30","星期二","10:00 to 14:30","星期三","10:00 to 14:30","星期四","10:00 to 14:30","358","台南市北門區","168號","南鯤鯓海產店","4.3"
